model_name_or_path,checkpoint_dir,test_file,text_column,summary_column,knowledge_column,batch_size,max_length,do_sample,top_p,top_k,temperature,beam_size,num_return_sequences,max_predict_samples,write_to_file,verbose,seed,uniq,qc_turn_level,qc_sent_level,ppl_mean,ppl_std,intra_dist1,intra_dist2,inter_dist1,inter_dist2,bleu_t,rouge1_t,meteor_t,bleu_k,rouge1_k,meteor_k,bleu_d,rouge1_d,meteor_d
models/bart-base,checkpoint-21786,data/Topical-Chat/KGD/test_freq.json,turns,target,knowledge,120,40,True,0.9,0,0.7,4,1,5,,True,0,1.0,0.2,0.2,17.409320831298828,5.071219982869879,0.9587814195184606,0.9999992921861729,0.5324674633159269,0.8055554436728689,3.231576619254498,0.2337105066005322,0.16996895637644,14.378006373469056,0.269881749192094,0.21648215799202725,0.0034089374279083523,0.12279996634926113,0.04180767018199092
models/bart-base,checkpoint-21786,data/Topical-Chat/KGD/test_freq.json,turns,target,knowledge,120,40,True,0.9,0,0.7,4,1,5,,True,42,1.0,0.0,0.0,15.873170471191406,5.733167205064948,0.9325512307270521,0.999999237165466,0.5555554783950863,0.805970028959712,5.198395457785081,0.2585221753008585,0.1733887673620694,4.963329582648825,0.17323392835072476,0.11757546598622573,0.0018616176105752248,0.1272035998147456,0.05503747989046649
models/bart-base,checkpoint-21786,data/Topical-Chat/KGD/test_freq.json,turns,target,knowledge,120,40,True,0.9,0,0.7,4,1,5,,True,983,1.0,0.0,0.0,24.076424407958985,15.773026750802224,0.9468367443329742,0.9999989910123261,0.5781249096679985,0.8474574834817994,5.060958379178396,0.2494724015452024,0.17357735764966958,4.756970503417526,0.18221008543347372,0.11236078995187755,0.0007156938514627939,0.11243921272701507,0.04700618043130731
models/bart-base,checkpoint-21786,data/Topical-Chat/KGD/test_freq.json,turns,target,knowledge,120,40,True,0.9,0,0.7,4,1,5,,True,8630,1.0,0.0,0.0,15.981599426269531,6.957385731832555,0.907948103900341,0.9999992733645083,0.5263157202216289,0.7887322832771573,5.035398926639942,0.21216266633503297,0.13263207301747934,2.9881478822807233,0.1415592708696157,0.07951168609736385,0.0025639756451372505,0.1314052884394619,0.05014243762988505
models/bart-base,checkpoint-21786,data/Topical-Chat/KGD/test_freq.json,turns,target,knowledge,120,40,True,0.9,0,0.7,4,1,5,,True,284,1.0,0.2,0.2,23.22662181854248,15.378231323228842,0.9674991109953869,0.9999989795867386,0.6307691337278409,0.8666665222222629,2.763405611259441,0.23372183372183378,0.1714009237205894,7.325901754807631,0.22288199840794515,0.16202814560099432,0.000995408534592681,0.10204335819001406,0.042524397426585286
