model_name_or_path,checkpoint_dir,test_file,text_column,summary_column,knowledge_column,batch_size,max_length,do_sample,top_p,top_k,temperature,beam_size,num_return_sequences,write_to_file,seed,uniq,qc_turn_level,qc_sent_level,ppl_mean,ppl_std,intra_dist1,intra_dist2,inter_dist1,inter_dist2,bleu_t,rouge1_t,meteor_t,bleu_k,rouge1_k,meteor_k,bleu_d,rouge1_d,meteor_d
models/bart-base,checkpoint-21786,data/Topical-Chat/KGD/test_freq.json,turns,target,knowledge,120,40,True,0.9,0,0.7,4,1,auto,0,0.9270821842250414,0.2541643684500827,0.2584666298952013,23.40274467050076,142.3502217906867,0.9126582506979506,0.9871650622611499,0.02154600021104152,0.10498576403601835,6.285488610585719,0.2704145751237474,0.20876260477321626,11.271677470789953,0.29751198392712014,0.26736595056411916,0.007379330244589611,0.11927420867012098,0.05462840397163801
models/bart-base,checkpoint-21786,data/Topical-Chat/KGD/test_freq.json,turns,target,knowledge,120,40,True,0.9,0,0.7,4,1,auto,42,0.9254274682846111,0.2494208494208494,0.253392167677882,22.829241312056435,134.25568791862287,0.9122758732149517,0.9870270175316264,0.02167604146461533,0.1049068656473539,6.204993805123542,0.2696924271082315,0.20860743787229916,11.039769952350154,0.2948658300227205,0.2650294765589973,0.007370840416347361,0.11958636954403748,0.05481299390333932
models/bart-base,checkpoint-21786,data/Topical-Chat/KGD/test_freq.json,turns,target,knowledge,120,40,True,0.9,0,0.7,4,1,auto,983,0.926199669056812,0.24798676227247657,0.2518477661334804,22.95295325019908,134.58452052938733,0.912296487300899,0.9872680984794778,0.021497011162654053,0.10443790330971657,6.236781635730256,0.27045360065808366,0.20895631887537622,11.03487348506293,0.29532623114428325,0.2657400579916446,0.007258916609826726,0.11952213246338877,0.05484205993063513
models/bart-base,checkpoint-21786,data/Topical-Chat/KGD/test_freq.json,turns,target,knowledge,120,40,True,0.9,0,0.7,4,1,auto,8630,0.9290678433535576,0.2587975730832874,0.26309983452840596,22.955353691376708,134.92005259424113,0.9125062364670388,0.9870768072324494,0.02161627953108684,0.10479813126902436,6.241788888870471,0.2707487924117329,0.2091130914476857,11.0831262407105,0.29545595061049157,0.26533832525832596,0.007508010712111255,0.11951707433002878,0.05484657265653304
models/bart-base,checkpoint-21786,data/Topical-Chat/KGD/test_freq.json,turns,target,knowledge,120,40,True,0.9,0,0.7,4,1,auto,284,0.926199669056812,0.2549365692222835,0.2574738003309432,22.662782700207767,134.6005707143441,0.9122270676392111,0.9867909810835017,0.021422126687005945,0.10429387224235047,6.237277603697298,0.27040718205118874,0.20904941236417365,11.053415916407058,0.29517937725946986,0.2652213686797051,0.007546435086971677,0.11990239952523937,0.05509966596278478
